	TF	TG
207629	ZBTB16	MS4A8
207630	SRF	MS4A15
207631	ATF3	MS4A10
207632	SRF	MS4A10
207633	NFIL3	CCDC86
207634	IRF1	CCDC86
207635	POU3F2	CCDC86
207636	IRF7	CCDC86
207637	NRF1	CCDC86
207639	SRF	ZP1
207640	E2F1	PRPF19
207641	GATA3	PRPF19
207642	GABPA	PRPF19
207643	SOX9	PRPF19
207644	SPI1	PRPF19
207645	SRY	PRPF19
207646	SOX5	PRPF19
207648	REST	PRPF19
207653	RFX1	PRPF19
207654	FOXN1	PRPF19
207655	TGIF1	PRPF19
207656	MEIS1	PRPF19
207658	IRF7	PRPF19
207659	FOXO1	PRPF19
207660	PAX2	PRPF19
207662	STAT5A	PRPF19
207663	STAT6	PRPF19
207665	STAT4	PRPF19
207669	DBP	PRPF19
207671	NRF1	PRPF19
207672	ETV4	PRPF19
207673	TCF7L2	PRPF19
207674	IRF8	PRPF19
207676	IRF1	PRPF19
207677	LEF1	PRPF19
207679	TFDP1	PRPF19
207684	NR3C1	PRPF19
207687	PRDM1	PRPF19
207688	SOX10	PRPF19
207689	E2F1	TMEM109
207690	GATA3	TMEM109
207691	GABPA	TMEM109
207692	SPI1	TMEM109
207693	SPIB	TMEM109
207695	CEBPA	TMEM109
207698	HSF2	TMEM109
207699	SRY	TMEM109
207701	GATA1	TMEM109
207702	RFX1	TMEM109
207703	FOXN1	TMEM109
207707	PAX2	TMEM109
207708	STAT1	TMEM109
207709	STAT5A	TMEM109
207710	STAT6	TMEM109
207712	STAT3	TMEM109
207713	STAT4	TMEM109
207717	DBP	TMEM109
207719	NRF1	TMEM109
207720	ETV4	TMEM109
207721	TCF7L2	TMEM109
207722	IRF8	TMEM109
207724	IRF1	TMEM109
207726	NFIB	TMEM109
207728	TFDP1	TMEM109
207731	JUNB	TMEM109
207733	TFAP4	TMEM109
207736	NR3C1	TMEM109
207739	MITF	TMEM109
207740	PRDM1	TMEM109
207741	SOX10	TMEM109
207742	E2F1	TMEM132A
207744	MYOD1	TMEM132A
207745	RFX1	TMEM132A
207746	NFE2L1	TMEM132A
207747	FOXN1	TMEM132A
207748	TGIF1	TMEM132A
207749	MEIS1	TMEM132A
207750	DBP	TMEM132A
207752	IRF8	TMEM132A
207753	SMAD4	TMEM132A
207755	STAT1	SLC15A3
207756	STAT2	SLC15A3
207757	STAT5A	SLC15A3
207759	IRF1	SLC15A3
207760	ZNF350	SLC15A3
207762	RELA	CD5
207763	YY1	CD5
207764	CUX1	CD5
207765	CREB1	CD5
207767	BPTF	CD5
207768	NFKB1	CD5
207770	TBX5	CD5
207771	HINFP	VPS37C
207772	VSX2	VPS37C
207773	REL	VWCE
207774	TCF3	VWCE
207775	STAT2	VWCE
207776	HNF4A	VWCE
207777	SMAD4	VWCE
207778	MYC	TKFC
207779	USF1	TKFC
207781	POU2F1	TKFC
207782	STAT3	TKFC
207783	FOXO1	TKFC
207784	FOXO4	TKFC
207785	E2F1	TKFC
207787	LEF1	TKFC
207789	PRDM1	TKFC
207790	MYC	DDB1
207791	USF1	DDB1
207793	POU2F1	DDB1
207794	STAT3	DDB1
207795	FOXO1	DDB1
207796	FOXO4	DDB1
207797	E2F1	DDB1
207799	LEF1	DDB1
207801	PRDM1	DDB1
207802	LEF1	CYB561A3
207803	YY1	CYB561A3
207804	LEF1	TMEM138
207805	YY1	TMEM138
207807	PAX6	SDHAF2
207808	STAT3	SDHAF2
207810	STAT5A	SDHAF2
207813	CRX	SDHAF2
207814	STAT1	SDHAF2
207815	FOXD3	SDHAF2
207817	RFX1	PPP1R32
207819	TFAP2A	SYT7
207820	TP53	SYT7
207823	YY1	SYT7
207824	TFAP4	SYT7
207826	MYOD1	SYT7
207828	VDR	SYT7
207829	ATF6	SYT7
207830	PATZ1	SYT7
207831	TEAD2	SYT7
207832	NFIB	SYT7
207834	PAX6	SYT7
207835	HIC1	SYT7
207837	PBX1	DAGLA
207838	CUX1	DAGLA
207839	CREB1	DAGLA
207840	ATF4	DAGLA
207842	TBX5	DAGLA
207844	TP53	MYRF
207846	TCF3	MYRF
207847	TCF4	MYRF
207848	CREB1	MYRF
207855	NFKB1	TMEM258
207858	USF1	TMEM258
207859	FOXC1	TMEM258
207860	GATA1	TMEM258
207862	FOXO1	TMEM258
207863	PAX2	TMEM258
207864	LEF1	TMEM258
207865	NFKB1	FEN1
207868	USF1	FEN1
207869	FOXC1	FEN1
207872	FOXO1	FEN1
207873	PAX2	FEN1
207874	LEF1	FEN1
207875	NFYA	FADS1
207876	CREB1	FADS1
207879	AHR	FADS1
207880	ATF4	FADS1
207881	HES1	FADS1
207882	E2F1	FADS2
207883	STAT1	FADS2
207884	YY1	FADS2
207885	NFKB1	FADS2
207886	NR2F1	FADS3
207887	HNF4A	FADS3
207888	TCF3	FADS3
207889	PAX5	FADS3
207890	BPTF	FADS3
207892	SMAD4	FADS3
207894	NFE2L2	FADS3
207896	USF1	RAB3IL1
207897	ARNT	RAB3IL1
207901	RUNX1	RAB3IL1
207902	GLI1	RAB3IL1
207903	TCF3	BEST1
207904	TCF4	BEST1
207905	POU2F1	BEST1
207906	NFYA	FTH1
207907	PAX6	FTH1
207908	NFE2	FTH1
207909	IRF1	FTH1
207910	TCF3	FTH1
207911	TCF4	FTH1
207913	NFE2L1	FTH1
207914	TGIF1	FTH1
207915	GATA6	FTH1
207916	ALX4	FTH1
207918	LEF1	FTH1
207919	CDX1	FTH1
207920	AIRE	FTH1
207921	PDX1	FTH1
207922	TBX5	FTH1
207923	EGR3	INCENP
207924	EGR2	INCENP
207925	PAX6	INCENP
207926	IRF2	SCGB1D1
207927	RFX1	SCGB1A1
207928	BACH2	SCGB1A1
207929	PAX6	SCGB1A1
207930	TFAP2A	AHNAK
207932	FOXD1	AHNAK
207933	FOXC1	AHNAK
207935	GATA3	AHNAK
207936	NFKB1	AHNAK
207938	SPI1	AHNAK
207939	SPIB	AHNAK
207940	TEAD1	AHNAK
207941	YY1	AHNAK
207943	REL	AHNAK
207944	CEBPA	AHNAK
207946	RELA	AHNAK
207947	NR3C1	AHNAK
207948	HNF4A	AHNAK
207949	ZNF354C	AHNAK
207951	ELK1	AHNAK
207954	NFE2	AHNAK
207962	PAX2	AHNAK
207963	CUX1	AHNAK
207965	POU3F1	AHNAK
207966	POU2F1	AHNAK
207967	HSF2	AHNAK
207968	SRY	AHNAK
207970	JUNB	AHNAK
207973	TFAP4	AHNAK
207975	MYOD1	AHNAK
207982	USF1	AHNAK
207983	TP53	AHNAK
207984	RFX1	AHNAK
207985	NFE2L1	AHNAK
207986	NFATC2	AHNAK
207987	PAX8	AHNAK
207988	FOXN1	AHNAK
207989	TGIF1	AHNAK
207990	MEIS1	AHNAK
207991	E2F1	AHNAK
207993	VDR	AHNAK
207994	ZIC2	AHNAK
207995	BPTF	AHNAK
207996	GATA6	AHNAK
207997	KLF12	AHNAK
207998	FOXO4	AHNAK
207999	FOXO1	AHNAK
208002	BACH2	AHNAK
208003	STAT1	AHNAK
208004	STAT5A	AHNAK
208005	STAT6	AHNAK
208006	BACH1	AHNAK
208008	STAT3	AHNAK
208009	STAT4	AHNAK
208012	ATF4	AHNAK
208014	ZNF513	AHNAK
208015	CRX	AHNAK
208016	DBP	AHNAK
208018	GATA4	AHNAK
208019	GCM1	AHNAK
208020	HOXA4	AHNAK
208022	ETV4	AHNAK
208025	TCF7L2	AHNAK
208027	TEAD2	AHNAK
208028	TCF12	AHNAK
208029	SMAD3	AHNAK
208031	GTF2I	AHNAK
208034	USF2	AHNAK
208035	RUNX2	AHNAK
208036	SMAD4	AHNAK
208038	IRF1	AHNAK
208039	RUNX1	AHNAK
208044	FOXM1	AHNAK
208045	SMAD1	AHNAK
208047	LEF1	AHNAK
208048	NFIB	AHNAK
208049	SRF	AHNAK
208050	NFE2L2	AHNAK
208065	AHR	AHNAK
208070	HES1	AHNAK
208072	PDX1	AHNAK
208073	SOX10	AHNAK
208074	PBX1	AHNAK
208075	TBX5	AHNAK
208078	MITF	AHNAK
208083	GLI1	AHNAK
208084	PRDM1	AHNAK
208085	GFI1	AHNAK
208087	ZBTB7A	AHNAK
208088	ZNF350	AHNAK
208089	WT1	AHNAK
208093	TGIF1	EEF1G
208094	FOXO4	EEF1G
208096	SOX9	TUT1
208097	TP53	TUT1
208099	ZBTB6	TUT1
208100	POU2F1	TUT1
208103	BPTF	TUT1
208104	FOXO4	TUT1
208105	ESRRA	TUT1
208106	NR5A1	TUT1
208107	FOXC1	MTA2
208108	SOX9	MTA2
208109	SPI1	MTA2
208110	SPIB	MTA2
208114	ZBTB6	MTA2
208115	POU2F1	MTA2
208118	GATA1	MTA2
208119	AR	MTA2
208120	BPTF	MTA2
208121	STAT1	MTA2
208122	STAT5A	MTA2
208125	ESRRA	MTA2
208129	NR5A1	MTA2
208130	POU2AF1	MTA2
208131	NR3C1	MTA2
208135	CREB1	EML3
208137	GABPA	EML3
208138	ELK4	EML3
208144	JUNB	EML3
208147	STAT5A	EML3
208148	STAT1	EML3
208149	RFX1	EML3
208150	ETV4	EML3
208157	CREB1	ROM1
208158	GABPA	ROM1
208159	ELK4	ROM1
208165	JUNB	ROM1
208168	STAT5A	ROM1
208169	STAT1	ROM1
208170	RFX1	ROM1
208171	ETV4	ROM1
208178	CREB1	B3GAT3
208179	GABPA	B3GAT3
208180	ELK4	B3GAT3
208183	NFE2	B3GAT3
208188	STAT5A	B3GAT3
208189	CRX	B3GAT3
208190	NFE2L2	B3GAT3
208194	BACH1	B3GAT3
208195	RUNX1	B3GAT3
208196	PITX2	GANAB
208197	ALX4	GANAB
208198	PITX2	INTS5
208199	ALX4	INTS5
208200	SPI1	LBHD1
208201	SPIB	LBHD1
208203	CEBPA	LBHD1
208204	HNF4A	LBHD1
208205	HINFP	LBHD1
208206	FOXD3	LBHD1
208207	MEF2A	LBHD1
208208	PAX3	LBHD1
208209	STAT5A	LBHD1
208210	STAT5B	LBHD1
208211	PITX2	LBHD1
208212	PAX2	LBHD1
208213	STAT1	LBHD1
208214	ETV4	LBHD1
208217	RUNX1	LBHD1
208218	NFKB1	LBHD1
208220	USF1	LBHD1
208222	RFX1	LBHD1
208223	AIRE	LBHD1
208225	ZNF350	LBHD1
208226	HOXA7	LBHD1
208227	MEF2A	LRRN4CL
208230	NFE2L1	LRRN4CL
208231	IRF1	BSCL2
208232	IRF2	BSCL2
208233	PBX1	BSCL2
208234	STAT1	BSCL2
208235	YY1	BSCL2
208237	STAT2	BSCL2
208238	IRF7	BSCL2
208239	FOXO4	BSCL2
208240	ATF6	BSCL2
208241	IRF8	BSCL2
208243	NFKB1	BSCL2
208245	SRF	BSCL2
208265	IRF1	GNG3
208266	IRF2	GNG3
208267	PBX1	GNG3
208268	STAT1	GNG3
208269	YY1	GNG3
208270	GATA1	GNG3
208271	STAT2	GNG3
208272	IRF7	GNG3
208273	FOXO4	GNG3
208274	ATF6	GNG3
208275	IRF8	GNG3
208277	NFKB1	GNG3
208279	SRF	GNG3
208282	CEBPA	HNRNPUL2
208283	TBP	HNRNPUL2
208284	NFIL3	HNRNPUL2
208285	NFKB1	HNRNPUL2
208287	HLF	HNRNPUL2
208288	FOXO1	HNRNPUL2
208289	HOXA7	HNRNPUL2
208290	CEBPA	TTC9C
208291	TBP	TTC9C
208292	NFIL3	TTC9C
208293	NFKB1	TTC9C
208295	HLF	TTC9C
208296	FOXO1	TTC9C
208297	HOXA7	TTC9C
208298	TEAD1	ZBTB3
208299	ALX4	ZBTB3
208300	CRX	ZBTB3
208301	NR3C1	ZBTB3
208302	PDX1	ZBTB3
208303	TEAD1	POLR2G
208304	USF1	POLR2G
208305	TCF3	POLR2G
208306	RFX1	POLR2G
208307	TGIF1	POLR2G
208308	MEIS1	POLR2G
208309	ARNT	POLR2G
208310	ALX4	POLR2G
208311	CRX	POLR2G
208312	NR3C1	POLR2G
208313	PDX1	POLR2G
208314	NR2F1	TAF6L
208316	E2F1	TAF6L
208317	USF1	TAF6L
208321	TCF3	TAF6L
208322	RFX1	TAF6L
208323	NFE2L1	TAF6L
208324	ARNT	TAF6L
208326	ALX4	TAF6L
208327	CRX	TAF6L
208330	IRF1	TMEM179B
208331	IRF2	TMEM179B
208332	STAT1	TMEM179B
208333	IRF7	TMEM179B
208334	STAT5A	TMEM179B
208337	TBP	NXF1
208339	NFE2L1	NXF1
208340	NR6A1	NXF1
208341	LEF1	NXF1
208342	TBX5	NXF1
208343	NFIL3	STX5
208344	FOXI1	STX5
208345	IRF1	STX5
208346	IRF2	STX5
208347	NFKB1	STX5
208348	STAT1	STX5
208349	ELK1	STX5
208351	CUX1	STX5
208352	POU2F1	STX5
208353	GATA1	STX5
208355	FOXL1	STX5
208356	FOXJ2	STX5
208357	IRF7	STX5
208358	GATA6	STX5
208359	FOXO4	STX5
208360	FOXO1	STX5
208362	E2F1	STX5
208365	NFIB	STX5
208366	TBX5	STX5
208367	NFIL3	WDR74
208368	FOXI1	WDR74
208369	IRF1	WDR74
208370	NFKB1	WDR74
208371	STAT1	WDR74
208375	CUX1	WDR74
208376	POU2F1	WDR74
208379	FOXL1	WDR74
208380	FOXJ2	WDR74
208381	IRF7	WDR74
208382	GATA6	WDR74
208383	FOXO4	WDR74
208384	FOXO1	WDR74
208385	PAX2	WDR74
208386	E2F1	WDR74
208387	ZNF513	WDR74
208388	E4F1	WDR74
208390	NFIB	WDR74
208391	TBX5	WDR74
208392	E2F1	SLC3A2
208393	MEF2A	SLC3A2
208395	CUX1	SLC3A2
208396	POU2F1	SLC3A2
208401	VSX2	SLC3A2
208402	POU2AF1	SLC3A2
208403	PAX2	SLC3A2
208404	NFE2	SLC3A2
208405	JUNB	SLC3A2
208407	STAT5A	SLC3A2
208409	USF1	CHRM1
208411	PRDM1	CHRM1
208412	REST	SLC22A6
208413	STAT5A	SLC22A8
208414	IRF1	RARRES3
208415	IRF2	RARRES3
208416	STAT1	RARRES3
208417	MEF2A	RARRES3
208418	IRF7	RARRES3
208419	POU3F2	RARRES3
208420	IRF8	RARRES3
208423	NFKB1	HRASLS2
208425	STAT2	HRASLS2
208426	MEF2A	PLA2G16
208427	PDX1	PLA2G16
208428	TCF3	ATL3
208429	PITX2	ATL3
208430	NRF1	ATL3
208431	NFE2L2	ATL3
208432	SRF	ATL3
208433	BACH1	ATL3
208434	TCF3	RTN3
208435	GATA1	RTN3
208436	FOXD3	RTN3
208437	FOXJ2	RTN3
208439	CRX	RTN3
208444	PBX1	MARK2
208445	SPIB	MARK2
208447	YY1	MARK2
208448	HSF2	MARK2
208449	PAX2	MARK2
208450	STAT1	MARK2
208451	STAT5A	MARK2
208452	STAT6	MARK2
208454	STAT4	MARK2
208456	ALX4	MARK2
208457	GATA4	MARK2
208460	SPI1	MARK2
208465	RFX1	MARK2
208466	PAX6	MARK2
208467	PDX1	MARK2
208469	TBX5	MARK2
208470	PRDM1	MARK2
208472	POU2F1	MARK2
208473	SRF	MARK2
208474	JUNB	MARK2
208475	ZNF513	MARK2
208477	DBP	MARK2
208492	TFAP2A	RCOR2
208493	NHLH1	RCOR2
208494	SP1	RCOR2
208495	NFKB1	RCOR2
208496	ZNF354C	RCOR2
208499	TCF3	RCOR2
208502	TFAP4	RCOR2
208504	USF1	RCOR2
208507	EGR2	RCOR2
208509	ZIC2	RCOR2
208510	KLF12	RCOR2
208513	TEAD2	RCOR2
208515	TEAD1	RCOR2
208516	GTF2I	RCOR2
208519	EGR1	RCOR2
208522	SMAD1	RCOR2
208523	TBX5	RCOR2
208524	HNF4A	RCOR2
208525	PRDM1	RCOR2
208526	HIC1	RCOR2
208527	ZBTB7A	RCOR2
208528	WT1	RCOR2
208529	NR2F1	NAA40
208530	ARNT	NAA40
208531	RFX1	NAA40
208532	PATZ1	NAA40
208534	MYC	NAA40
208535	NRF1	NAA40
208536	LEF1	NAA40
208537	MITF	NAA40
208538	TFDP1	COX8A
208540	MTF1	FLRT1
208542	FOXC1	MACROD1
208543	USF1	STIP1
208544	XBP1	STIP1
208545	PAX2	STIP1
208546	PPARG	FERMT3
208547	REST	FERMT3
208548	JUNB	FERMT3
208550	GATA1	FERMT3
208551	AHR	FERMT3
208552	TP53	FERMT3
208555	SPI1	FERMT3
208568	SP1	TRPT1
208569	TCF3	TRPT1
208573	CREB1	TRPT1
208574	PAX5	TRPT1
208575	TFAP4	TRPT1
208576	MYOD1	TRPT1
208578	AHR	TRPT1
208579	XBP1	TRPT1
208580	TP53	TRPT1
208582	NFE2L1	TRPT1
208583	PAX1	TRPT1
208584	TGIF1	TRPT1
208585	MEIS1	TRPT1
208586	VDR	TRPT1
208587	ZIC2	TRPT1
208589	KLF12	TRPT1
208590	TLX2	TRPT1
208591	ETV4	TRPT1
208592	SP3	TRPT1
208594	TEAD2	TRPT1
208595	TCF12	TRPT1
208596	USF2	TRPT1
208597	NR5A1	TRPT1
208599	TFDP1	TRPT1
208601	EGR1	TRPT1
208611	SMAD1	TRPT1
208613	HES1	TRPT1
208614	HNF4A	TRPT1
208616	MYC	TRPT1
208617	HIC1	TRPT1
208618	ZBTB7A	TRPT1
208619	WT1	TRPT1
208676	SP1	NUDT22
208677	TCF3	NUDT22
208681	CREB1	NUDT22
208682	PAX5	NUDT22
208683	TFAP4	NUDT22
208684	MYOD1	NUDT22
208686	AHR	NUDT22
208687	XBP1	NUDT22
208688	TP53	NUDT22
208690	NFE2L1	NUDT22
208691	PAX1	NUDT22
208692	TGIF1	NUDT22
208693	MEIS1	NUDT22
208694	VDR	NUDT22
208695	ZIC2	NUDT22
208697	KLF12	NUDT22
208698	TLX2	NUDT22
208699	ETV4	NUDT22
208700	SP3	NUDT22
208702	TEAD2	NUDT22
208703	TCF12	NUDT22
208704	USF2	NUDT22
208705	NR5A1	NUDT22
208707	TFDP1	NUDT22
208709	EGR1	NUDT22
208719	SMAD1	NUDT22
208721	HES1	NUDT22
208722	HNF4A	NUDT22
208724	MYC	NUDT22
208725	HIC1	NUDT22
208726	ZBTB7A	NUDT22
208727	WT1	NUDT22
208731	ZNF354C	DNAJC4
208732	TCF3	DNAJC4
208733	ELK1	DNAJC4
208736	CREB1	DNAJC4
208737	PAX5	DNAJC4
208738	TFAP4	DNAJC4
208740	MYOD1	DNAJC4
208742	AHR	DNAJC4
208743	XBP1	DNAJC4
208744	TP53	DNAJC4
208746	NFE2L1	DNAJC4
208747	PAX1	DNAJC4
208748	TGIF1	DNAJC4
208749	MEIS1	DNAJC4
208750	ZIC2	DNAJC4
208752	KLF12	DNAJC4
208753	TLX2	DNAJC4
208754	ESRRA	DNAJC4
208755	ETV4	DNAJC4
208756	SP3	DNAJC4
208758	TEAD2	DNAJC4
208759	TCF12	DNAJC4
208760	USF2	DNAJC4
208761	NR5A1	DNAJC4
208762	SMAD4	DNAJC4
208764	TFDP1	DNAJC4
208766	EGR1	DNAJC4
208775	SMAD1	DNAJC4
208777	HES1	DNAJC4
208778	HNF4A	DNAJC4
208780	MYC	DNAJC4
208781	HIC1	DNAJC4
208782	ZBTB7A	DNAJC4
208783	WT1	DNAJC4
208786	TFAP2A	VEGFB
208788	FOXC1	VEGFB
208789	GABPA	VEGFB
208790	SP1	VEGFB
208791	SPI1	VEGFB
208792	YY1	VEGFB
208793	ETS1	VEGFB
208794	NFKB1	VEGFB
208795	ZNF354C	VEGFB
208802	TCF3	VEGFB
208803	GATA2	VEGFB
208804	GATA3	VEGFB
208805	PAX2	VEGFB
208806	CREB1	VEGFB
208807	GATA1	VEGFB
208808	PAX5	VEGFB
208809	HSF2	VEGFB
208810	TFAP4	VEGFB
208813	USF1	VEGFB
208818	AHR	VEGFB
208819	XBP1	VEGFB
208820	TP53	VEGFB
208823	NFE2L1	VEGFB
208824	PAX1	VEGFB
208825	PAX8	VEGFB
208826	TGIF1	VEGFB
208827	MEIS1	VEGFB
208828	E2F1	VEGFB
208830	VDR	VEGFB
208831	ZIC2	VEGFB
208833	KLF12	VEGFB
208834	TLX2	VEGFB
208835	BACH2	VEGFB
208836	STAT1	VEGFB
208837	BACH1	VEGFB
208839	STAT3	VEGFB
208840	ESRRA	VEGFB
208841	GCM1	VEGFB
208843	ETV4	VEGFB
208844	SP3	VEGFB
208846	E4F1	VEGFB
208847	TEAD2	VEGFB
208848	TCF12	VEGFB
208849	TEAD1	VEGFB
208850	GTF2I	VEGFB
208853	USF2	VEGFB
208854	NR5A1	VEGFB
208855	RUNX2	VEGFB
208856	SMAD4	VEGFB
208857	RUNX1	VEGFB
208859	SMAD1	VEGFB
208861	TFDP1	VEGFB
208863	NFIB	VEGFB
208864	EGR1	VEGFB
208867	NR3C1	VEGFB
208868	JUNB	VEGFB
208877	AR	VEGFB
208883	RFX1	VEGFB
208887	HES1	VEGFB
208888	TBX5	VEGFB
208890	HNF4A	VEGFB
208892	MYC	VEGFB
208893	GLI1	VEGFB
208894	HIC1	VEGFB
208895	ZBTB7A	VEGFB
208896	WT1	VEGFB
208897	SOX10	VEGFB
208900	TFAP2A	FKBP2
208901	ELK1	FKBP2
208902	FOXC1	FKBP2
208903	GABPA	FKBP2
208905	SPI1	FKBP2
208907	NFKB1	FKBP2
208908	ZNF354C	FKBP2
208915	YY1	FKBP2
208918	PAX2	FKBP2
208919	CREB1	FKBP2
208920	GATA1	FKBP2
208921	PAX5	FKBP2
208922	JUNB	FKBP2
208925	TFAP4	FKBP2
208927	MYOD1	FKBP2
208928	USF1	FKBP2
208934	AHR	FKBP2
208935	TP53	FKBP2
208937	NFE2L1	FKBP2
208938	PAX8	FKBP2
208939	MEIS1	FKBP2
208940	E2F1	FKBP2
208942	VDR	FKBP2
208943	ZIC2	FKBP2
208945	KLF12	FKBP2
208946	TLX2	FKBP2
208947	BACH2	FKBP2
208949	STAT1	FKBP2
208950	BACH1	FKBP2
208952	STAT3	FKBP2
208953	GCM1	FKBP2
208955	ETV4	FKBP2
208956	SP3	FKBP2
208958	E4F1	FKBP2
208959	TEAD2	FKBP2
208960	TCF12	FKBP2
208961	SMAD3	FKBP2
208962	TEAD1	FKBP2
208963	GTF2I	FKBP2
208966	USF2	FKBP2
208967	NR5A1	FKBP2
208968	RUNX2	FKBP2
208969	SMAD4	FKBP2
208970	RUNX1	FKBP2
208973	SMAD1	FKBP2
208975	TFDP1	FKBP2
208977	NFIB	FKBP2
208978	EGR1	FKBP2
208981	NR3C1	FKBP2
208998	RFX1	FKBP2
209003	HES1	FKBP2
209004	PBX1	FKBP2
209005	TBX5	FKBP2
209009	MYC	FKBP2
209010	GLI1	FKBP2
209011	HIC1	FKBP2
209013	ZBTB7A	FKBP2
209014	WT1	FKBP2
209015	SOX10	FKBP2
209043	POU3F1	FKBP2
209045	HSF2	FKBP2
209064	FOXN1	FKBP2
209079	ATF4	FKBP2
209125	AR	FKBP2
209143	GFI1	FKBP2
209151	TFAP2A	PPP1R14B
209152	NR2F1	PPP1R14B
209153	ELK1	PPP1R14B
209154	FOXC1	PPP1R14B
209155	GABPA	PPP1R14B
209156	SP1	PPP1R14B
209157	SPI1	PPP1R14B
209158	YY1	PPP1R14B
209160	NFKB1	PPP1R14B
209161	HNF4A	PPP1R14B
209162	ZNF354C	PPP1R14B
209164	TCF3	PPP1R14B
209172	GATA2	PPP1R14B
209173	GATA3	PPP1R14B
209174	PAX2	PPP1R14B
209175	GATA1	PPP1R14B
209176	HSF2	PPP1R14B
209177	JUNB	PPP1R14B
209180	TFAP4	PPP1R14B
209182	MYOD1	PPP1R14B
209183	USF1	PPP1R14B
209189	RREB1	PPP1R14B
209190	TP53	PPP1R14B
209192	RFX1	PPP1R14B
209193	NFE2L1	PPP1R14B
209194	PAX8	PPP1R14B
209195	MEIS1	PPP1R14B
209196	E2F1	PPP1R14B
209198	VDR	PPP1R14B
209199	ZIC2	PPP1R14B
209200	KLF12	PPP1R14B
209201	TLX2	PPP1R14B
209202	BACH2	PPP1R14B
209203	PATZ1	PPP1R14B
209204	STAT1	PPP1R14B
209205	BACH1	PPP1R14B
209207	STAT3	PPP1R14B
209208	STAT5A	PPP1R14B
209209	STAT6	PPP1R14B
209210	ATF4	PPP1R14B
209212	GCM1	PPP1R14B
209214	MAZ	PPP1R14B
209215	ETV4	PPP1R14B
209216	SP3	PPP1R14B
209217	E4F1	PPP1R14B
209218	TEAD2	PPP1R14B
209219	TCF12	PPP1R14B
209220	SMAD3	PPP1R14B
209221	TEAD1	PPP1R14B
209222	GTF2I	PPP1R14B
209225	USF2	PPP1R14B
209226	NR5A1	PPP1R14B
209227	RUNX2	PPP1R14B
209228	SMAD4	PPP1R14B
209229	RUNX1	PPP1R14B
209232	AHR	PPP1R14B
209233	SMAD1	PPP1R14B
209235	TFDP1	PPP1R14B
209237	NFIB	PPP1R14B
209238	EGR1	PPP1R14B
209239	SRF	PPP1R14B
209240	NR3C1	PPP1R14B
209260	HES1	PPP1R14B
209261	PBX1	PPP1R14B
209262	TBX5	PPP1R14B
209267	GFI1	PPP1R14B
209268	HIC1	PPP1R14B
209270	ZBTB7A	PPP1R14B
209271	ZNF350	PPP1R14B
209272	WT1	PPP1R14B
209273	SOX10	PPP1R14B
209276	TFAP2A	PLCB3
209277	NR2F1	PLCB3
209278	FOXC1	PLCB3
209280	NFKB1	PLCB3
209281	HNF4A	PLCB3
209282	ZNF354C	PLCB3
209284	ELK1	PLCB3
209288	YY1	PLCB3
209289	TCF3	PLCB3
209291	GATA3	PLCB3
209292	PAX2	PLCB3
209293	GATA1	PLCB3
209294	JUNB	PLCB3
209297	TFAP4	PLCB3
209303	XBP1	PLCB3
209306	PAX8	PLCB3
209307	MEIS1	PLCB3
209308	E2F1	PLCB3
209310	VDR	PLCB3
209311	ZIC2	PLCB3
209312	KLF12	PLCB3
209313	TLX2	PLCB3
209314	BACH2	PLCB3
209315	PATZ1	PLCB3
209316	BACH1	PLCB3
209317	STAT3	PLCB3
209318	ATF4	PLCB3
209319	GCM1	PLCB3
209322	SP3	PLCB3
209323	TEAD2	PLCB3
209324	TCF12	PLCB3
209325	TEAD1	PLCB3
209326	GTF2I	PLCB3
209329	USF2	PLCB3
209330	NR5A1	PLCB3
209331	RUNX2	PLCB3
209332	RUNX1	PLCB3
209335	AHR	PLCB3
209336	SMAD1	PLCB3
209338	TFDP1	PLCB3
209340	NFIB	PLCB3
209341	EGR1	PLCB3
209358	TBX5	PLCB3
209363	GFI1	PLCB3
209364	HIC1	PLCB3
209366	ZBTB7A	PLCB3
209367	ZNF350	PLCB3
209368	WT1	PLCB3
209369	TFAP2A	BAD
209370	YY1	BAD
209371	CREB1	BAD
209373	AHR	BAD
209375	TGIF1	BAD
209378	TFDP1	BAD
209381	VDR	BAD
209383	TBX5	BAD
209384	HIC1	BAD
209385	ZBTB7A	BAD
209386	ZNF350	BAD
209387	ZNF219	BAD
209407	TFAP2A	GPR137
209408	YY1	GPR137
209409	CREB1	GPR137
209410	SP1	GPR137
209411	AHR	GPR137
209412	RFX1	GPR137
209413	TGIF1	GPR137
209416	TFDP1	GPR137
209419	VDR	GPR137
209421	TBX5	GPR137
209422	HIC1	GPR137
209423	ZBTB7A	GPR137
209424	ZNF350	GPR137
209425	WT1	GPR137
209426	ZNF219	GPR137
209427	TFAP2A	KCNK4
209428	SP1	KCNK4
209429	YY1	KCNK4
209430	GATA2	KCNK4
209431	PAX2	KCNK4
209432	CREB1	KCNK4
209433	TFAP4	KCNK4
209436	AHR	KCNK4
209437	RFX1	KCNK4
209438	PAX3	KCNK4
209439	PAX8	KCNK4
209440	TGIF1	KCNK4
209441	E2F1	KCNK4
209443	VDR	KCNK4
209445	SP3	KCNK4
209446	TEAD2	KCNK4
209447	GTF2I	KCNK4
209449	USF2	KCNK4
209451	SMAD1	KCNK4
209453	TFDP1	KCNK4
209462	HES1	KCNK4
209463	TBX5	KCNK4
209464	HIC1	KCNK4
