	TF	TG
1130	JUN	NPFFR1
1131	JUN	NPHP4
1132	JUN	NPPB
1133	JUN	NPTN
1134	JUN	NR0B2
1135	JUN	NR1D1
1136	JUN	NR1I3
1137	JUN	NRAS
1138	JUN	NRDC
1139	JUN	NRG1
1140	JUN	NRIP3
1141	JUN	NRN1L
1142	JUN	NRP2
1143	JUN	NRXN1
1144	JUN	NRXN3
1145	JUN	NSD1
1146	JUN	NT5C1B
1147	JUN	NTN4
1148	JUN	NUAK1
1149	JUN	NUDT10
1150	JUN	NUDT11
1151	JUN	ODF1
1152	JUN	OLR1
1153	JUN	OMD
1154	JUN	OMG
1155	JUN	ONECUT2
1156	JUN	OR2F1
1157	JUN	ORAI1
1158	JUN	OSBP
1159	JUN	OSMR
1160	JUN	OTP
1161	JUN	OTUB2
1162	JUN	P2RX6
1163	JUN	PA2G4
1164	JUN	PACSIN3
1165	JUN	PADI3
1166	JUN	PADI4
1167	JUN	PAF1
1168	JUN	PAFAH1B1
1169	JUN	PAK6
1170	JUN	PAPPA
1171	JUN	PAWR
1172	JUN	PCDH17
1173	JUN	PCDH9
1174	JUN	PCSK1N
1175	JUN	PCSK6
1176	JUN	PCYT2
1177	JUN	PDAP1
1178	JUN	PDE1B
1179	JUN	PDE4D
1180	JUN	PDE6H
1181	JUN	PDGFRA
1182	JUN	PDGFRB
1183	JUN	PDLIM2
1184	JUN	PDZD9
1185	JUN	PDZRN4
1186	JUN	PEA15
1187	JUN	PERP
1188	JUN	PEX5
1189	JUN	PFKFB2
1190	JUN	PFKFB3
1191	JUN	PFN1
1192	JUN	PHF23
1193	JUN	PHF3
1194	JUN	PHLDA2
1195	JUN	PHLDB3
1196	JUN	PI15
1197	JUN	PIK3C2G
1198	JUN	PIM1
1199	JUN	PIP4K2C
1200	JUN	PIP5K1A
1201	JUN	PITPNC1
1202	JUN	PKM
1203	JUN	PKN1
1204	JUN	PKN3
1205	JUN	PKNOX2
1206	JUN	PKP3
1207	JUN	PLA2G2E
1208	JUN	PLA2G4F
1209	JUN	PLAU
1210	JUN	PLBD2
1211	JUN	PLCD1
1212	JUN	PLCD4
1213	JUN	PLEC
1214	JUN	PLEKHH3
1215	JUN	PLP2
1216	JUN	PMCH
1217	JUN	PMP22
1218	JUN	PODN
1219	JUN	POLD4
1220	JUN	POLR3E
1221	JUN	POPDC3
1222	JUN	POU2AF1
1223	JUN	PPARGC1A
1224	JUN	PPP1R15A
1225	JUN	SH3RF2
1226	JUN	PPP1R3C
1227	JUN	PPP1R8
1228	JUN	PPP1R9B
1229	JUN	PPP2CA
1230	JUN	PPP2CB
1231	JUN	PPP2R2A
1232	JUN	PPP2R2B
1233	JUN	PPP2R2C
1234	JUN	PRDM1
1235	JUN	PRDM12
1236	JUN	PRDM13
1237	JUN	PRF1
1238	JUN	PRKAG3
1239	JUN	PRKCDBP
1240	JUN	PRKCG
1241	JUN	PRLHR
1242	JUN	PROCR
1243	JUN	PROK2
1244	JUN	PROM2
1245	JUN	PRPF38B
1246	JUN	PRR7
1247	JUN	PRRG4
1248	JUN	PRSS22
1249	JUN	PRSS36
1250	JUN	PRX
1251	JUN	PSMA1
1252	JUN	PSMA3
1253	JUN	PSMA5
1254	JUN	PSMD1
1255	JUN	PSMD11
1256	JUN	PSMD12
1257	JUN	PSMD2
1258	JUN	PSMD4
1259	JUN	PSMD7
1260	JUN	PSME4
1261	JUN	PSTPIP1
1262	JUN	PTH1R
1263	JUN	PTMS
1264	JUN	PTP4A1
1265	JUN	PTPRN
1266	JUN	PTPRR
1267	JUN	PTPRU
1268	JUN	PTRF
1269	JUN	PVALB
1270	JUN	RAB27B
1271	JUN	RAB30
1272	JUN	RAB34
1273	JUN	RAB3D
1274	JUN	RAB5A
1275	JUN	RASEF
1276	JUN	RASL11B
1277	JUN	RB1CC1
1278	JUN	RBBP7
1279	JUN	RBKS
1280	JUN	RBM39
1281	JUN	RBP4
1282	JUN	RBPJ
1283	JUN	RCAN1
1284	JUN	RCAN2
1285	JUN	REEP4
1286	JUN	RELA
1287	JUN	RELL2
1288	JUN	RELT
1289	JUN	REPS1
1290	JUN	RERE
1291	JUN	RGAG1
1292	JUN	RGS2
1293	JUN	RGS3
1294	JUN	RGS8
1295	JUN	RHBDF1
1296	JUN	RHO
1297	JUN	RHOC
1298	JUN	RHOG
1299	JUN	RHOQ
1300	JUN	RIMS1
1301	JUN	RIN1
1302	JUN	RIN2
1303	JUN	RIPK4
1304	JUN	RIT1
1305	JUN	RNF144B
1306	JUN	RNF145
1307	JUN	RNF182
1308	JUN	RNF186
1309	JUN	RNF34
1310	JUN	RNF44
1311	JUN	ROCK2
1312	JUN	ROM1
1313	JUN	RPL23A
1314	JUN	RPL39
1315	JUN	RPS20
1316	JUN	RPS6KA3
1317	JUN	RPS6KA4
1318	JUN	RTN1
1319	JUN	RTN3
1320	JUN	RTN4
1321	JUN	RUNDC3A
1322	JUN	RUNX1
1323	JUN	RUNX1T1
1324	JUN	RXFP2
1325	JUN	RYBP
1326	JUN	S100A10
1327	JUN	S100A2
1328	JUN	S100A5
1329	JUN	S1PR1
1330	JUN	S1PR2
1331	JUN	SAMD14
1332	JUN	SAT1
1333	JUN	SBSN
1334	JUN	SCAMP1
1335	JUN	SCEL
1336	JUN	SCN5A
1337	JUN	SCOC
1338	JUN	SCRN1
1339	JUN	SDCBP
1340	JUN	SDHAF2
1341	JUN	SEC16B
1342	JUN	SEC24D
1343	JUN	SEL1L3
1344	JUN	SEMA3B
1345	JUN	SEMA6B
1346	JUN	SEPT4
1347	JUN	SERINC2
1348	JUN	SERPINB2
1349	JUN	SERPINB5
1350	JUN	SERPINB7
1351	JUN	SERTAD1
1352	JUN	SFN
1353	JUN	SFR1
1354	JUN	SFTPC
1355	JUN	SFTPD
1356	JUN	SGCZ
1357	JUN	SGK1
1358	JUN	SGK3
1359	JUN	SGMS1
1360	JUN	SH2D1B
1361	JUN	SH2D3A
1362	JUN	SH3D21
1363	JUN	SH3RF1
1364	JUN	SHC3
1365	JUN	SHISA5
1366	JUN	SHOX2
1367	JUN	SHROOM1
1368	JUN	SIPA1L1
1369	JUN	SLC10A2
1370	JUN	SLC11A1
1371	JUN	SLC16A6
1372	JUN	SLC1A5
1373	JUN	SLC22A18
1374	JUN	SLC22A18AS
1375	JUN	SLC22A2
1376	JUN	SLC24A4
1377	JUN	SLC25A23
1378	JUN	SLC25A24
1379	JUN	SLC25A45
1380	JUN	SLC26A1
1381	JUN	SLC26A9
1382	JUN	SLC35B1
1383	JUN	SLC35E4
1384	JUN	SLC38A1
1385	JUN	SLC38A2
1386	JUN	SLC38A3
1387	JUN	SLC38A6
1388	JUN	SLC39A13
1389	JUN	SLC4A11
1390	JUN	SLC5A2
1391	JUN	SLC6A10P
1392	JUN	SLC6A12
1393	JUN	SLC6A14
1394	JUN	SLC6A5
1395	JUN	SLC7A8
1396	JUN	SLC9A1
1397	JUN	SLC9A7
1398	JUN	SLC9A8
1399	JUN	SLCO5A1
1400	JUN	SLITRK6
1401	JUN	SLURP1
1402	JUN	SMARCA2
1403	JUN	SMC6
1404	JUN	SMPX
1405	JUN	SMTN
1406	JUN	SNAP25
1407	JUN	SNCB
1408	JUN	SNCG
1409	JUN	SNPH
1410	JUN	SNX10
1411	JUN	SOST
1412	JUN	SPAG9
1413	JUN	SPARC
1414	JUN	SPATA16
1415	JUN	SPATS2
1416	JUN	SPINK6
1417	JUN	SPR
1418	JUN	SPRED1
1419	JUN	SPRR1A
1420	JUN	SPRR1B
1421	JUN	SPTA1
1422	JUN	SPTBN2
1423	JUN	SPTLC2
1424	JUN	SQSTM1
1425	JUN	SRPK2
1426	JUN	SRPX2
1427	JUN	SRSF2
1428	JUN	SSBP3
1429	JUN	SSH2
1430	JUN	SSTR2
1431	JUN	ST18
1432	JUN	ST6GALNAC5
1433	JUN	STARD13
1434	JUN	STARD8
1435	JUN	STAT1
1436	JUN	STAT5B
1437	JUN	STAT6
1438	JUN	STC1
1439	JUN	STC2
1440	JUN	STK10
1441	JUN	STK40
1442	JUN	STMN2
1443	JUN	STOML2
1444	JUN	STRN3
1445	JUN	STX11
1446	JUN	STX1A
1447	JUN	SUOX
1448	JUN	SUPT4H1
1449	JUN	SV2A
1450	JUN	SVIL
1451	JUN	SYN1
1452	JUN	SYNGR1
1453	JUN	SYNPO
1454	JUN	SYP
1455	JUN	SYT10
1456	JUN	SYT2
1457	JUN	SYT8
1458	JUN	SYTL1
1459	JUN	TAB2
1460	JUN	TAC1
1461	JUN	TAF15
1462	JUN	TAGLN2
1463	JUN	TBC1D10B
1464	JUN	TBC1D17
1465	JUN	TBL1X
1466	JUN	TBL1Y
1467	JUN	TBXAS1
1468	JUN	TCF12
1469	JUN	TEX19
1470	JUN	TFB1M
1471	JUN	TFE3
1472	JUN	TFEB
1473	JUN	TFF1
1474	JUN	TFPI2
1475	JUN	TGFBR2
1476	JUN	TGIF1
1477	JUN	TGM1
1478	JUN	TGM3
1479	JUN	TGM7
1480	JUN	THBS1
1481	JUN	THOC6
1482	JUN	THPO
1483	JUN	THRB
1484	JUN	TIAL1
1485	JUN	TINAG
1486	JUN	TINAGL1
1487	JUN	TLK2
1488	JUN	TLL1
1489	JUN	TLN2
1490	JUN	TLX2
1491	JUN	TM4SF19
1492	JUN	DCSTAMP
1493	JUN	TMEM104
1494	JUN	TMEM134
1495	JUN	TMEM14B
1496	JUN	TMEM151A
1497	JUN	TMEM156
1498	JUN	TMEM40
1499	JUN	TMEM43
1500	JUN	TMEM50B
1501	JUN	TMEM95
1502	JUN	TMEM99
1503	JUN	TMPRSS11F
1504	JUN	TNFRSF12A
1505	JUN	TNFRSF9
1506	JUN	TNIP3
1507	JUN	TNKS2
1508	JUN	TNRC6A
1509	JUN	TNXB
1510	JUN	TOB1
1511	JUN	TOR1AIP1
1512	JUN	TOR1AIP2
1513	JUN	TP63
1514	JUN	TPBG
1515	JUN	TPM2
1516	JUN	TPP1
1517	JUN	TRAF3
1518	JUN	TRAPPC3
1519	JUN	TREX1
1520	JUN	TRIB1
1521	JUN	TRIM25
1522	JUN	TRIM29
1523	JUN	TRIM47
1524	JUN	TRIM54
1525	JUN	TRIM8
1526	JUN	TRIM9
1527	JUN	TRPV3
1528	JUN	TSKU
1529	JUN	TSR1
1530	JUN	TSSK6
1531	JUN	TTC1
1532	JUN	TTLL6
1533	JUN	TTLL7
1534	JUN	TUBA1C
1535	JUN	TUBA4A
1536	JUN	TUBA4B
1537	JUN	TUBB4A
1538	JUN	TXLNG
1539	JUN	TYSND1
1540	JUN	UBA1
1541	JUN	UBE2C
1542	JUN	UBE2D1
1543	JUN	UBE2E3
1544	JUN	UBE2R2
1545	JUN	UBE3A
1546	JUN	UBQLN1
1547	JUN	UBQLNL
1548	JUN	UCN2
1549	JUN	USP12
1550	JUN	USP13
1551	JUN	USP2
1552	JUN	USP3
1553	JUN	UVRAG
1554	JUN	VAMP2
1555	JUN	VAMP5
1556	JUN	VAPA
1557	JUN	VASN
1558	JUN	VASP
1559	JUN	VAT1
1560	JUN	VAX1
1561	JUN	VCL
1562	JUN	VDR
1563	JUN	VEGFA
1564	JUN	VEZF1
1565	JUN	VGF
1566	JUN	VIL1
1567	JUN	VIT
1568	JUN	VPS25
1569	JUN	VTCN1
1570	JUN	WASF2
1571	JUN	WDFY3
1572	JUN	WDFY3-AS2
1573	JUN	WDR63
1574	JUN	WDR81
1575	JUN	WNT3
1576	JUN	WNT6
1577	JUN	WNT7B
1578	JUN	WNT8B
1579	JUN	XDH
1580	JUN	XIRP1
1581	JUN	XPOT
1582	JUN	XYLT1
1583	JUN	YIF1A
1584	JUN	YPEL5
1585	JUN	YWHAB
1586	JUN	YWHAG
1587	JUN	YWHAZ
1588	JUN	ZBTB32
1589	JUN	ZBTB41
1590	JUN	ZBTB43
1591	JUN	ZFAND5
1592	JUN	ZFP28
1593	JUN	ZFP36L1
1594	JUN	ZFR
1595	JUN	ZFYVE26
1596	JUN	ZFYVE9
1597	JUN	ZHX3
1598	JUN	ZMAT5
1599	JUN	ZNF207
1600	JUN	ZNF277
1601	JUN	ZNF362
1602	JUN	ZNF385B
1603	JUN	ZNF436
1604	JUN	ZNF503
1605	JUN	ZNF654
1606	JUN	ZNF771
1607	JUN	ZNF827
1608	JUN	ZNFX1
1609	JUN	ZPBP2
1610	GTF3A	ASIC2
1611	GTF3A	ACVR2B
1612	GTF3A	ADAMTS5
1613	GTF3A	ADIPOR1
1614	GTF3A	ADRB1
1615	GTF3A	AGAP1
1616	GTF3A	AKIRIN2
1617	GTF3A	ALG10
1618	GTF3A	AMMECR1L
1619	GTF3A	ANGPTL2
1620	GTF3A	ANKRD40
1621	GTF3A	ANP32A
1622	GTF3A	APLP1
1623	GTF3A	ARAP1
1624	GTF3A	ARF3
1625	GTF3A	ARHGAP36
1626	GTF3A	ARID1A
1627	GTF3A	ASCL1
1628	GTF3A	ASS1
1629	GTF3A	ATP5H
1630	GTF3A	B4GALT1
1631	GTF3A	BAHD1
1632	GTF3A	BCAT2
1633	GTF3A	BCL6
1634	GTF3A	BCOR
1635	GTF3A	PIANP
1636	GTF3A	C16orf72
1637	GTF3A	TMEM256
1638	GTF3A	CREBRF
1639	GTF3A	C6orf1
1640	GTF3A	C6orf62
1641	GTF3A	NYAP1
1642	GTF3A	BMT2
1643	GTF3A	FAM219A
1644	GTF3A	CADM1
1645	GTF3A	CAMK2N2
1646	GTF3A	CAMKV
1647	GTF3A	CAMTA2
1648	GTF3A	CCNG1
1649	GTF3A	CD248
1650	GTF3A	CDC73
1651	GTF3A	CDK16
1652	GTF3A	CDK9
1653	GTF3A	CELSR2
1654	GTF3A	CEND1
1655	GTF3A	CERCAM
1656	GTF3A	CGREF1
1657	GTF3A	CHAT
1658	GTF3A	CHD4
1659	GTF3A	CIC
1660	GTF3A	CIRBP
1661	GTF3A	CLASRP
1662	GTF3A	CLDN5
1663	GTF3A	CNNM4
1664	GTF3A	CNP
1665	GTF3A	COL12A1
1666	GTF3A	CPEB3
1667	GTF3A	CPSF4
1668	GTF3A	CRY1
1669	GTF3A	CSRP3
1670	GTF3A	CTCF
1671	GTF3A	CXXC5
1672	GTF3A	CYB561D1
1673	GTF3A	CYTH2
1674	GTF3A	DBN1
1675	GTF3A	DGCR8
1676	GTF3A	DLG3
1677	GTF3A	DLGAP4
1678	GTF3A	DMPK
1679	GTF3A	DNAI1
1680	GTF3A	DNMT3A
1681	GTF3A	DTNB
1682	GTF3A	DTWD2
1683	GTF3A	DYNC1LI1
1684	GTF3A	EFNB3
1685	GTF3A	EGR3
1686	GTF3A	EIF1
1687	GTF3A	EIF4G2
1688	GTF3A	ENHO
1689	GTF3A	EPHB1
1690	GTF3A	ERF
1691	GTF3A	EYA1
1692	GTF3A	FAM129A
1693	GTF3A	FAM76A
1694	GTF3A	FAM89B
1695	GTF3A	FASTK
1696	GTF3A	FBRS
1697	GTF3A	FGD1
1698	GTF3A	FGF11
1699	GTF3A	FGF9
1700	GTF3A	FKBP14
1701	GTF3A	FMNL1
1702	GTF3A	FNBP1
1703	GTF3A	FOXA3
1704	GTF3A	FXYD1
1705	GTF3A	GGNBP2
1706	GTF3A	GLTP
1707	GTF3A	GNG8
1708	GTF3A	GP1BB
1709	GTF3A	GPBP1
1710	GTF3A	GPR12
1711	GTF3A	GPR3
1712	GTF3A	GRK6
1713	GTF3A	HDLBP
1714	GTF3A	HEY1
1715	GTF3A	HOXA1
1716	GTF3A	HOXB2
1717	GTF3A	HOXB9
1718	GTF3A	HPN
1719	GTF3A	IGF2BP1
1720	GTF3A	IGF2BP3
1721	GTF3A	IL11
1722	GTF3A	ITPKA
1723	GTF3A	KCNAB3
1724	GTF3A	KCNH2
1725	GTF3A	KCNH5
1726	GTF3A	KCNH8
1727	GTF3A	KCNJ12
1728	GTF3A	KCNK3
1729	GTF3A	KCNQ4
1730	GTF3A	KDM2A
1731	GTF3A	KDM3B
1732	GTF3A	KIF3C
1733	GTF3A	KLF10
1734	GTF3A	KLF13
1735	GTF3A	LCOR
1736	GTF3A	LDB1
1737	GTF3A	LHFPL4
1738	GTF3A	LHX2
1739	GTF3A	SPACA6
1740	GTF3A	LRFN5
1741	GTF3A	LRRC8D
1742	GTF3A	MAFB
1743	GTF3A	MAP1B
1744	GTF3A	MARCH5
1745	GTF3A	MCU
1746	GTF3A	MED13
1747	GTF3A	MED26
1748	GTF3A	MESDC1
1749	GTF3A	MGAT2
1750	GTF3A	MGAT4B
1751	GTF3A	MGEA5
1752	GTF3A	MIB1
1753	GTF3A	MIR17HG
1754	GTF3A	MKNK2
1755	GTF3A	KMT2E
1756	GTF3A	MLLT6
1757	GTF3A	MN1
1758	GTF3A	MSTN
1759	GTF3A	MTCH2
1760	GTF3A	MYH10
1761	GTF3A	NACC1
1762	GTF3A	NAT8L
1763	GTF3A	NCOA2
1764	GTF3A	NCOA6
1765	GTF3A	NEO1
1766	GTF3A	NFYC
1767	GTF3A	NIPBL
1768	GTF3A	NR2E1
1769	GTF3A	NR2F2
1770	GTF3A	NRF1
1771	GTF3A	NTF4
1772	GTF3A	NUFIP2
1773	GTF3A	NXPH3
1774	GTF3A	OAZ2
1775	GTF3A	OSR2
1776	GTF3A	OTUD7B
1777	GTF3A	PABPC1
1778	GTF3A	PABPC4
1779	GTF3A	PAQR4
1780	GTF3A	PCGF1
1781	GTF3A	PCIF1
1782	GTF3A	PDGFB
1783	GTF3A	PFKFB3
1784	GTF3A	PGF
1785	GTF3A	PHF1
1786	GTF3A	JADE2
1787	GTF3A	PIAS1
1788	GTF3A	PICALM
1789	GTF3A	PIP4K2B
1790	GTF3A	PKN1
1791	GTF3A	PLAGL2
1792	GTF3A	PLCB3
1793	GTF3A	PLEKHA8
1794	GTF3A	PLXNC1
1795	GTF3A	POFUT1
1796	GTF3A	PORCN
1797	GTF3A	POU5F1
1798	GTF3A	PPM1E
1799	GTF3A	PPP2R5A
1800	GTF3A	PPP6R2
1801	GTF3A	PRDM16
1802	GTF3A	PTK7
1803	GTF3A	PTMA
1804	GTF3A	RAB35
1805	GTF3A	RAD21
1806	GTF3A	RALYL
1807	GTF3A	RAP1GDS1
1808	GTF3A	RAPGEFL1
1809	GTF3A	RASGRP2
1810	GTF3A	RASIP1
1811	GTF3A	RBM6
1812	GTF3A	RDH10
1813	KLF12	ACVR1
1814	KLF12	ADAMTS4
1815	KLF12	ADNP
1816	KLF12	AKIRIN1
1817	KLF12	AMFR
1818	KLF12	ANKRD39
1819	KLF12	ARHGAP44
1820	KLF12	ARHGAP6
1821	KLF12	ARID1A
1822	KLF12	ATL2
1823	KLF12	ATN1
1824	KLF12	ATP2B2
1825	KLF12	ATP5H
1826	KLF12	BARHL2
1827	KLF12	BCL2L11
1828	KLF12	BCL9L
1829	KLF12	BHLHE22
1830	KLF12	BMP1
1831	KLF12	BRD4
1832	KLF12	BSCL2
1833	KLF12	BTBD9
1834	KLF12	CCDC177
1835	KLF12	C1orf43
1836	KLF12	C1orf61
1837	KLF12	FAM219A
1838	KLF12	CA7
1839	KLF12	CACNB3
1840	KLF12	CALD1
1841	KLF12	CALM3
1842	KLF12	CBLL1
1843	KLF12	CD3D
1844	KLF12	CD3G
1845	KLF12	CHMP2B
1846	KLF12	CHRM1
1847	KLF12	CLPTM1
1848	KLF12	COBL
1849	KLF12	COL16A1
1850	KLF12	CPLX2
1851	KLF12	CPNE1
1852	KLF12	CSRP3
1853	KLF12	CYB561D1
1854	KLF12	CYP8B1
1855	KLF12	CYR61
1856	KLF12	DAAM1
1857	KLF12	DDIT4L
1858	KLF12	DNAI1
1859	KLF12	DNHD1
1860	KLF12	DNMT3A
1861	KLF12	DYRK1B
1862	KLF12	EBF2
1863	KLF12	ECH1
1864	KLF12	EED
1865	KLF12	EFNA5
1866	KLF12	EFNB1
1867	KLF12	EIF5A
1868	KLF12	EPHA1
1869	KLF12	EYA4
1870	KLF12	AMER1
1871	KLF12	FAM180A
1872	KLF12	FANCI
1873	KLF12	FHIT
1874	KLF12	FRMPD1
1875	KLF12	FXYD6
1876	KLF12	GATA1
1877	KLF12	GMPPB
1878	KLF12	GNB2
1879	KLF12	GNG3
1880	KLF12	GRIN2A
1881	KLF12	GRIN3A
1882	KLF12	HMCN1
1883	KLF12	HOXC6
1884	KLF12	IER5L
1885	KLF12	IGFALS
1886	KLF12	IKZF4
1887	KLF12	IL3
1888	KLF12	IRAK1
1889	KLF12	IRX4
1890	KLF12	ITSN2
1891	KLF12	JMJD1C
1892	KLF12	JPH1
1893	KLF12	JPH2
1894	KLF12	KLK13
1895	KLF12	KRT17
1896	KLF12	KRT35
1897	KLF12	KRT72
1898	KLF12	LCAT
1899	KLF12	LTBP3
1900	KLF12	MAPT
1901	KLF12	MAST4
1902	KLF12	MEMO1
1903	KLF12	KMT2A
1904	KLF12	MORF4L2
1905	KLF12	MPO
1906	KLF12	MRI1
1907	KLF12	MRVI1
1908	KLF12	MSN
1909	KLF12	MYO1C
1910	KLF12	MYOZ1
1911	KLF12	NEFL
1912	KLF12	NFKBIE
1913	KLF12	NHLH2
1914	KLF12	NKAIN1
1915	KLF12	NKX3-1
1916	KLF12	NLGN3
1917	KLF12	NOSTRIN
1918	KLF12	NR3C2
1919	KLF12	NRG1
1920	KLF12	NT5DC2
1921	KLF12	NUDT10
1922	KLF12	NUDT11
1923	KLF12	NXPH1
1924	KLF12	PAK6
1925	KLF12	PANK1
1926	KLF12	PARD6A
1927	KLF12	PBX1
1928	KLF12	PCBP4
1929	KLF12	PCSK6
1930	KLF12	PDE10A
1931	KLF12	PDYN
1932	KLF12	PDZRN4
1933	KLF12	PHC2
1934	KLF12	PHF12
1935	KLF12	PHYHIPL
1936	KLF12	PIK3R3
1937	KLF12	POC1A
1938	KLF12	POLR2A
1939	KLF12	PPOX
1940	KLF12	PPP1R32
1941	KLF12	PRPH
1942	KLF12	PTGDS
1943	KLF12	PTMA
1944	KLF12	PUM1
1945	KLF12	RAP2C
1946	KLF12	RBM14
1947	KLF12	RHOG
1948	KLF12	RHOJ
1949	KLF12	RORA
1950	KLF12	RPL22
1951	KLF12	RTF1
1952	KLF12	RUNX1T1
1953	KLF12	SCAMP3
1954	KLF12	SCAMP5
1955	KLF12	SERPINB2
1956	KLF12	SERPINF1
1957	KLF12	SH3D21
1958	KLF12	SHANK2
1959	KLF12	SLC6A5
1960	KLF12	SMARCA5
1961	KLF12	SMURF2
1962	KLF12	TACSTD2
1963	KLF12	TBC1D10A
1964	KLF12	TEX2
1965	KLF12	TICAM1
1966	KLF12	TMEM185A
1967	KLF12	TMEM191A
1968	KLF12	TMEM35A
1969	KLF12	TNKS1BP1
1970	KLF12	TNPO1
1971	KLF12	TNPO2
1972	KLF12	TRPM3
1973	KLF12	TRPV5
1974	KLF12	TSC22D1
1975	KLF12	TUBB2B
1976	KLF12	TXLNG
1977	KLF12	U2AF1L4
1978	KLF12	UBE2E2
1979	KLF12	UBE2H
1980	KLF12	VIM
1981	KLF12	WDPCP
1982	KLF12	WDTC1
1983	KLF12	WNT4
1984	KLF12	WT1-AS
1985	KLF12	YBX2
1986	KLF12	YWHAG
1987	KLF12	ZBTB4
1988	KLF12	ZDHHC15
1989	KLF12	ZHX2
1990	KLF12	ZIC5
1991	GTF3A	RFX1
1992	GTF3A	RGMA
1993	GTF3A	RHBDF1
1994	GTF3A	RNF220
1995	GTF3A	RNF40
1996	GTF3A	RPL36AL
1997	GTF3A	SALL1
1998	GTF3A	SCUBE3
1999	GTF3A	SH3BP4
2000	GTF3A	SIPA1
2001	GTF3A	SLC12A4
2002	GTF3A	SLC17A7
2003	GTF3A	SLC18A3
2004	GTF3A	SLC25A28
2005	GTF3A	SLC37A4
2006	GTF3A	SLC6A11
2007	GTF3A	SLC7A10
2008	GTF3A	SMAD7
2009	GTF3A	SMARCD1
2010	GTF3A	SOBP
2011	GTF3A	SOX2
2012	GTF3A	SPATA6
2013	GTF3A	SPRED1
2014	GTF3A	SPSB4
2015	GTF3A	SRRM3
2016	GTF3A	ST7
2017	GTF3A	ST8SIA2
2018	GTF3A	STARD13
2019	GTF3A	STMN1
2020	GTF3A	SYMPK
2021	GTF3A	SYT7
2022	GTF3A	TAB2
2023	GTF3A	TACC2
2024	GTF3A	TERF2
2025	GTF3A	TEX2
2026	GTF3A	TFAP2C
2027	GTF3A	TFAP4
2028	GTF3A	TFEB
2029	GTF3A	TGS1
2030	GTF3A	TLK2
2031	GTF3A	TMEM132E
2032	GTF3A	TMEM25
2033	GTF3A	TMEM68
2034	GTF3A	TNFAIP8L3
2035	GTF3A	TRIM28
2036	GTF3A	TRIM39
2037	GTF3A	TRMT1
2038	GTF3A	TSEN2
2039	GTF3A	TSSK3
2040	GTF3A	UBE2S
2041	GTF3A	UBTF
2042	GTF3A	UNC79
2043	GTF3A	USP49
2044	GTF3A	VEGFA
2045	GTF3A	VPS25
2046	GTF3A	VWCE
2047	GTF3A	WNK1
2048	GTF3A	WNK4
2049	GTF3A	WNT5A
2050	GTF3A	ZBTB7A
2051	GTF3A	ZMYM2
2052	GTF3A	ZNF281
2053	GTF3A	ZNF362
2054	GTF3A	ZNF703
2055	GTF3A	ZNRF2
2056	REPIN1	AAK1
2057	REPIN1	AARSD1
2058	REPIN1	ABCB9
2059	REPIN1	ABCE1
2060	REPIN1	ABHD16A
2061	REPIN1	ABHD4
2062	REPIN1	ABI2
2063	REPIN1	ABL1
2064	REPIN1	ABLIM1
2065	REPIN1	ABR
2066	REPIN1	ABTB2
2067	REPIN1	ASIC2
2068	REPIN1	ACE
2069	REPIN1	ACMSD
2070	REPIN1	ACSL4
2071	REPIN1	ACTA1
2072	REPIN1	ACTB
2073	REPIN1	ACTC1
2074	REPIN1	ACTG2
2075	REPIN1	ACTN3
2076	REPIN1	ACVR1
2077	REPIN1	ADAMTS2
2078	REPIN1	ADAMTS4
2079	REPIN1	ADAMTS8
2080	REPIN1	ADAMTSL2
2081	REPIN1	ADCY4
2082	REPIN1	ADCY8
2083	REPIN1	ADO
2084	REPIN1	ADRA2C
2085	REPIN1	GRK2
2086	REPIN1	AFF4
2087	REPIN1	AFG3L1P
2088	REPIN1	AGAP2
2089	REPIN1	AGBL5
2090	REPIN1	AICDA
2091	REPIN1	AIF1L
2092	REPIN1	AKAP2
2093	REPIN1	AKAP9
2094	REPIN1	AKR7A2
2095	REPIN1	AKT1
2096	REPIN1	AKT2
2097	REPIN1	ALDH1A1
2098	REPIN1	ALK
2099	REPIN1	ALPK2
2100	REPIN1	ALS2
2101	REPIN1	AMOT
2102	REPIN1	AMPH
2103	REPIN1	ANAPC10
2104	REPIN1	ANGEL1
2105	REPIN1	ANGPT1
2106	REPIN1	ANGPT4
2107	REPIN1	ANGPTL2
2108	REPIN1	ANK1
2109	REPIN1	ANK2
2110	REPIN1	ANKRD1
2111	REPIN1	ANKRD12
2112	REPIN1	SOWAHA
2113	REPIN1	ANKZF1
2114	REPIN1	ANP32A
2115	REPIN1	ANXA6
2116	REPIN1	ANXA8
2117	REPIN1	AP1S2
2118	REPIN1	AP3D1
2119	REPIN1	APBA1
2120	REPIN1	APBA2
2121	REPIN1	APBB2
2122	REPIN1	APBB3
2123	REPIN1	APLN
2124	REPIN1	APOA5
2125	REPIN1	APOBEC2
2126	REPIN1	APOD
2127	REPIN1	APOLD1
2128	REPIN1	APOO
2129	REPIN1	APP
2130	REPIN1	APPBP2
2131	REPIN1	AQP2
2132	REPIN1	AQP5
2133	REPIN1	ARF4
2134	REPIN1	ARFGEF1
2135	REPIN1	ARHGAP24
2136	REPIN1	ARHGAP33
2137	REPIN1	ARHGAP44
2138	REPIN1	ARHGAP8
2139	REPIN1	ARHGEF2
2140	REPIN1	ARHGEF5
2141	REPIN1	ARHGEF6
